  #K-Path    Energy        Ga        Ti        Al
# NKPTS & NBANDS: 180 128
# Band-Index:    1
    3.665   -1.2109     0.018     0.297     0.104
    3.623   -1.1158     0.022     0.311     0.100
    3.582   -0.9580     0.000     0.395     0.096
    3.540   -0.7744     0.000     0.427     0.088
    3.498   -0.6022     0.000     0.453     0.084
    3.456   -0.4619     0.000     0.479     0.080
    3.415   -0.3964     0.000     0.486     0.080
    3.415   -0.3964     0.000     0.486     0.080
    3.385   -0.4306     0.001     0.482     0.080
    3.356   -0.5109     0.002     0.478     0.080
    3.326   -0.6321     0.000     0.443     0.088
    3.297   -0.7698     0.000     0.423     0.088
    3.267   -0.9158     0.000     0.400     0.096
    3.238   -1.0618     0.005     0.351     0.104
    3.208   -1.1935     0.004     0.329     0.112
    3.179   -1.3175     0.004     0.310     0.112
    3.149   -1.4149     0.008     0.304     0.112
    3.120   -1.4658     0.016     0.321     0.096
    3.090   -1.4747     0.023     0.344     0.088
    3.061   -1.4612     0.028     0.365     0.080
    3.031   -1.4380     0.032     0.384     0.072
    3.002   -1.4107     0.035     0.400     0.072
    2.972   -1.3821     0.039     0.413     0.064
    2.943   -1.3536     0.042     0.424     0.064
    2.913   -1.3267     0.047     0.438     0.056
    2.884   -1.3040     0.054     0.450     0.056
    2.854   -1.2936     0.060     0.459     0.056
    2.854   -1.2936     0.060     0.459     0.056
    2.825   -1.3124     0.059     0.447     0.056
    2.796   -1.3666     0.057     0.420     0.064
    2.766   -1.4500     0.054     0.384     0.072
    2.737   -1.5550     0.051     0.344     0.080
    2.707   -1.6728     0.049     0.306     0.096
    2.678   -1.7075     0.001     0.447     0.080
    2.648   -1.7088     0.001     0.439     0.080
    2.619   -1.7506     0.010     0.196     0.136
    2.589   -1.8022     0.013     0.207     0.120
    2.560   -1.7813     0.019     0.245     0.104
    2.530   -1.7054     0.026     0.269     0.096
    2.501   -1.6756     0.001     0.386     0.104
    2.471   -1.6882     0.006     0.441     0.088
    2.442   -1.7064     0.003     0.421     0.096
    2.412   -1.6813     0.001     0.315     0.120
    2.383   -1.6512     0.001     0.329     0.120
    2.353   -1.6292     0.001     0.339     0.120
    2.324   -1.6159     0.001     0.342     0.120
    2.294   -1.6114     0.001     0.346     0.120
    2.294   -1.6114     0.001     0.345     0.120
    2.274   -1.5940     0.001     0.346     0.116
    2.254   -1.5589     0.001     0.345     0.116
    2.234   -1.5196     0.001     0.341     0.116
    2.214   -1.4802     0.001     0.340     0.116
    2.194   -1.4429     0.002     0.338     0.112
    2.174   -1.4615     0.079     0.359     0.056
    2.154   -1.5359     0.080     0.356     0.056
    2.134   -1.6113     0.081     0.351     0.056
    2.114   -1.6849     0.080     0.352     0.056
    2.094   -1.7533     0.078     0.355     0.048
    2.073   -1.8114     0.074     0.363     0.048
    2.053   -1.8518     0.065     0.377     0.048
    2.033   -1.8667     0.052     0.397     0.040
    2.013   -1.8525     0.038     0.418     0.040
    1.993   -1.8156     0.026     0.442     0.032
    1.973   -1.7682     0.018     0.471     0.024
    1.953   -1.7225     0.012     0.505     0.016
    1.933   -1.6894     0.008     0.530     0.008
    1.913   -1.6773     0.007     0.538     0.008
    1.913   -1.6773     0.007     0.538     0.008
    1.871   -1.6299     0.026     0.459     0.028
    1.830   -1.5206     0.044     0.392     0.048
    1.788   -1.5180     0.008     0.472     0.088
    1.746   -1.5180     0.009     0.464     0.088
    1.704   -1.5110     0.009     0.454     0.092
    1.663   -1.4967     0.010     0.440     0.092
    1.621   -1.4750     0.010     0.424     0.096
    1.579   -1.4452     0.009     0.405     0.100
    1.538   -1.4049     0.008     0.385     0.104
    1.496   -1.3497     0.006     0.361     0.112
    1.454   -1.2742     0.004     0.341     0.116
    1.413   -1.1783     0.002     0.331     0.120
    1.371   -1.0849     0.001     0.342     0.116
    1.329   -1.0622     0.000     0.375     0.112
    1.287   -0.9186     0.000     0.403     0.104
    1.246   -0.8493     0.007     0.421     0.064
    1.204   -0.7466     0.007     0.447     0.052
    1.162   -0.6730     0.006     0.481     0.036
    1.121   -0.6449     0.005     0.497     0.032
    1.121   -0.6449     0.005     0.497     0.032
    1.091   -0.6595     0.005     0.487     0.032
    1.062   -0.7014     0.007     0.465     0.048
    1.032   -0.7678     0.009     0.436     0.056
    1.003   -0.8554     0.012     0.404     0.072
    0.973   -0.9605     0.015     0.371     0.080
    0.944   -1.0659     0.000     0.465     0.080
    0.914   -1.0755     0.000     0.470     0.080
    0.885   -1.0847     0.000     0.476     0.080
    0.855   -1.0939     0.000     0.483     0.080
    0.826   -1.1031     0.000     0.494     0.072
    0.796   -1.1122     0.000     0.503     0.072
    0.767   -1.1209     0.000     0.513     0.072
    0.737   -1.1290     0.000     0.522     0.064
    0.708   -1.1363     0.000     0.533     0.064
    0.678   -1.1427     0.000     0.543     0.056
    0.649   -1.1478     0.000     0.550     0.056
    0.619   -1.1516     0.000     0.556     0.056
    0.590   -1.1648     0.063     0.430     0.048
    0.560   -1.1704     0.064     0.429     0.048
    0.560   -1.1704     0.064     0.429     0.048
    0.531   -1.1630     0.060     0.429     0.048
    0.501   -1.1753     0.001     0.556     0.056
    0.472   -1.1983     0.001     0.551     0.056
    0.442   -1.2536     0.018     0.444     0.056
    0.413   -1.3314     0.014     0.437     0.056
    0.383   -1.4129     0.014     0.425     0.056
    0.354   -1.4920     0.016     0.414     0.056
    0.324   -1.5640     0.020     0.401     0.064
    0.295   -1.5872     0.032     0.273     0.096
    0.265   -1.5996     0.037     0.262     0.096
    0.236   -1.6172     0.042     0.249     0.096
    0.206   -1.5792     0.021     0.243     0.112
    0.177   -1.4924     0.011     0.439     0.096
    0.147   -1.4969     0.010     0.451     0.088
    0.118   -1.5089     0.029     0.463     0.032
    0.088   -1.5597     0.028     0.462     0.032
    0.059   -1.6096     0.025     0.469     0.024
    0.029   -1.6549     0.016     0.501     0.016
    0.000   -1.6773     0.007     0.538     0.008
 
# Band-Index:   53
    0.000   -1.5014     0.008     0.484     0.088
    0.029   -1.5014     0.008     0.483     0.088
    0.059   -1.5012     0.008     0.478     0.088
    0.088   -1.5007     0.009     0.472     0.088
    0.118   -1.4995     0.009     0.463     0.088
    0.147   -1.4834     0.006     0.495     0.080
    0.177   -1.4708     0.006     0.498     0.080
    0.206   -1.4848     0.011     0.424     0.096
    0.236   -1.4730     0.012     0.408     0.104
    0.265   -1.4546     0.011     0.389     0.104
    0.295   -1.4254     0.010     0.363     0.112
    0.324   -1.3776     0.008     0.335     0.120
    0.354   -1.3229     0.004     0.528     0.072
    0.383   -1.2904     0.003     0.533     0.064
    0.413   -1.2579     0.002     0.539     0.064
    0.442   -1.2265     0.002     0.545     0.064
    0.472   -1.1899     0.028     0.447     0.048
    0.501   -1.1589     0.046     0.436     0.048
    0.531   -1.1601     0.000     0.560     0.056
    0.560   -1.1548     0.000     0.561     0.056
    0.560   -1.1548     0.000     0.561     0.056
    0.590   -1.1540     0.000     0.560     0.056
    0.619   -1.1482     0.062     0.432     0.048
    0.649   -1.1221     0.059     0.435     0.048
    0.678   -1.0879     0.055     0.440     0.048
    0.708   -1.0478     0.050     0.444     0.048
    0.737   -1.0035     0.045     0.446     0.040
    0.767   -0.9569     0.039     0.448     0.040
    0.796   -0.9303     0.003     0.414     0.096
    0.826   -0.9071     0.003     0.421     0.096
    0.855   -0.8821     0.003     0.425     0.096
    0.885   -0.8553     0.003     0.429     0.096
    0.914   -0.8270     0.003     0.430     0.096
    0.944   -0.7967     0.003     0.431     0.096
    0.973   -0.7633     0.003     0.430     0.096
    1.003   -0.7252     0.003     0.436     0.096
    1.032   -0.6817     0.002     0.445     0.096
    1.062   -0.6375     0.001     0.458     0.088
    1.091   -0.6090     0.000     0.479     0.088
    1.121   -0.6061     0.000     0.482     0.088
    1.121   -0.6061     0.000     0.482     0.088
    1.162   -0.6195     0.000     0.471     0.092
    1.204   -0.6902     0.000     0.449     0.096
    1.246   -0.7929     0.000     0.428     0.100
    1.287   -0.9036     0.001     0.428     0.096
    1.329   -0.9703     0.002     0.411     0.100
    1.371   -1.0483     0.006     0.448     0.084
    1.413   -1.0589     0.009     0.420     0.092
    1.454   -1.1028     0.008     0.486     0.036
    1.496   -1.1934     0.008     0.481     0.036
    1.538   -1.2752     0.008     0.471     0.040
    1.579   -1.3438     0.008     0.458     0.044
    1.621   -1.3921     0.008     0.437     0.052
    1.663   -1.4071     0.008     0.400     0.064
    1.704   -1.3991     0.008     0.481     0.088
    1.746   -1.4356     0.008     0.481     0.084
    1.788   -1.4642     0.008     0.482     0.084
    1.830   -1.5122     0.008     0.476     0.088
    1.871   -1.5048     0.008     0.481     0.084
    1.913   -1.5014     0.008     0.484     0.084
    1.913   -1.5014     0.008     0.484     0.084
    1.933   -1.4971     0.008     0.478     0.084
    1.953   -1.4850     0.010     0.464     0.088
    1.973   -1.4671     0.011     0.443     0.088
    1.993   -1.4460     0.012     0.423     0.092
    2.013   -1.4236     0.013     0.406     0.096
    2.033   -1.4019     0.012     0.391     0.096
    2.053   -1.3827     0.012     0.377     0.096
    2.073   -1.3676     0.010     0.365     0.096
    2.094   -1.3586     0.009     0.356     0.096
    2.114   -1.3575     0.007     0.347     0.100
    2.134   -1.3657     0.005     0.341     0.100
    2.154   -1.3835     0.003     0.338     0.108
    2.174   -1.4099     0.002     0.336     0.112
    2.194   -1.4429     0.002     0.338     0.112
    2.214   -1.4802     0.001     0.340     0.116
    2.234   -1.5196     0.001     0.341     0.116
    2.254   -1.5589     0.001     0.345     0.116
    2.274   -1.5940     0.001     0.346     0.116
    2.294   -1.6114     0.001     0.345     0.120
    2.294   -1.6114     0.001     0.346     0.120
    2.324   -1.6131     0.001     0.346     0.120
    2.353   -1.6183     0.001     0.349     0.120
    2.383   -1.6266     0.001     0.353     0.112
    2.412   -1.6373     0.001     0.359     0.112
    2.442   -1.6497     0.001     0.366     0.112
    2.471   -1.6628     0.001     0.375     0.112
    2.501   -1.6537     0.011     0.446     0.080
    2.530   -1.6872     0.001     0.398     0.096
    2.560   -1.6966     0.001     0.409     0.096
    2.589   -1.7035     0.001     0.421     0.088
    2.619   -1.7075     0.001     0.430     0.088
    2.648   -1.6392     0.008     0.217     0.136
    2.678   -1.4969     0.007     0.251     0.128
    2.707   -1.3449     0.006     0.287     0.120
    2.737   -1.2825     0.014     0.428     0.072
    2.766   -1.2548     0.013     0.425     0.072
    2.796   -1.2344     0.012     0.423     0.072
    2.825   -1.2220     0.011     0.422     0.072
    2.854   -1.2178     0.011     0.422     0.072
    2.854   -1.2178     0.011     0.422     0.072
    2.884   -1.2163     0.012     0.442     0.080
    2.913   -1.2227     0.012     0.438     0.080
    2.943   -1.2324     0.012     0.431     0.080
    2.972   -1.2443     0.013     0.423     0.088
    3.002   -1.2561     0.013     0.413     0.088
    3.031   -1.2644     0.013     0.398     0.096
    3.061   -1.2637     0.013     0.381     0.104
    3.090   -1.2454     0.013     0.363     0.112
    3.120   -1.1995     0.012     0.348     0.120
    3.149   -1.1208     0.011     0.340     0.120
    3.179   -1.0154     0.009     0.344     0.120
    3.208   -0.8961     0.007     0.362     0.112
    3.238   -0.7989     0.032     0.475     0.056
    3.267   -0.7521     0.029     0.481     0.064
    3.297   -0.6920     0.019     0.480     0.064
    3.326   -0.6067     0.007     0.476     0.072
    3.356   -0.5064     0.000     0.462     0.080
    3.385   -0.4067     0.000     0.491     0.080
    3.415   -0.3941     0.000     0.492     0.080
    3.415   -0.3941     0.000     0.492     0.080
    3.456   -0.4514     0.000     0.476     0.076
    3.498   -0.5975     0.000     0.453     0.084
    3.540   -0.7380     0.001     0.425     0.096
    3.582   -0.8591     0.004     0.405     0.100
    3.623   -0.9665     0.005     0.396     0.104
    3.665   -1.1670     0.006     0.331     0.112
    3.707   -1.2924     0.016     0.300     0.100
    3.748   -1.3677     0.015     0.317     0.092
    3.790   -1.4436     0.017     0.341     0.088
    3.832   -1.5218     0.018     0.363     0.084
    3.874   -1.6005     0.020     0.381     0.080
    3.915   -1.6179     0.000     0.322     0.104
    3.957   -1.6059     0.000     0.331     0.108
    3.999   -1.6003     0.000     0.339     0.112
    4.040   -1.6001     0.000     0.342     0.112
    4.082   -1.6031     0.000     0.343     0.116
    4.124   -1.6071     0.001     0.345     0.116
    4.165   -1.6102     0.001     0.346     0.120
    4.207   -1.6114     0.001     0.346     0.116
    4.207   -1.1548     0.000     0.561     0.056
    4.227   -1.1531     0.063     0.429     0.048
    4.247   -1.1092     0.059     0.431     0.048
    4.267   -1.1423     0.011     0.455     0.080
    4.287   -1.1631     0.001     0.544     0.056
    4.307   -1.1673     0.002     0.534     0.056
    4.328   -1.1720     0.003     0.524     0.056
    4.348   -1.1771     0.004     0.512     0.064
    4.368   -1.1823     0.005     0.501     0.064
    4.388   -1.1876     0.006     0.489     0.064
    4.408   -1.1927     0.007     0.477     0.064
    4.428   -1.1975     0.008     0.466     0.064
    4.448   -1.2020     0.008     0.457     0.072
    4.468   -1.2060     0.009     0.448     0.072
    4.488   -1.2095     0.010     0.440     0.072
    4.508   -1.2125     0.010     0.434     0.072
    4.528   -1.2148     0.011     0.430     0.072
    4.548   -1.2164     0.011     0.425     0.072
    4.568   -1.2174     0.011     0.423     0.072
    4.588   -1.2178     0.011     0.422     0.072
    4.588   -0.6061     0.000     0.482     0.088
    4.608   -0.6052     0.000     0.482     0.088
    4.628   -0.6025     0.000     0.483     0.088
    4.649   -0.5981     0.000     0.483     0.088
    4.669   -0.5791     0.000     0.473     0.088
    4.689   -0.5729     0.000     0.474     0.088
    4.709   -0.5655     0.000     0.475     0.088
    4.729   -0.5568     0.000     0.476     0.088
    4.749   -0.5469     0.000     0.476     0.088
    4.769   -0.5359     0.000     0.476     0.088
    4.789   -0.5212     0.000     0.484     0.080
    4.809   -0.5047     0.000     0.488     0.080
    4.829   -0.4875     0.000     0.488     0.080
    4.849   -0.4697     0.000     0.489     0.080
    4.869   -0.4518     0.000     0.490     0.080
    4.889   -0.4346     0.000     0.492     0.080
    4.909   -0.4189     0.000     0.491     0.080
    4.929   -0.4059     0.000     0.492     0.080
    4.949   -0.3972     0.000     0.493     0.080
    4.970   -0.3941     0.000     0.492     0.080
 
# Band-Index:   54
    4.970   -0.3553     0.000     0.480     0.080
    4.949   -0.3483     0.000     0.481     0.080
    4.929   -0.3338     0.000     0.483     0.080
    4.909   -0.3173     0.000     0.484     0.080
    4.889   -0.3003     0.000     0.485     0.080
    4.869   -0.3215     0.000     0.535     0.052
    4.849   -0.3490     0.001     0.530     0.052
    4.829   -0.3745     0.002     0.527     0.056
    4.809   -0.3975     0.003     0.523     0.056
    4.789   -0.4175     0.005     0.518     0.052
    4.769   -0.4343     0.008     0.513     0.052
    4.749   -0.4478     0.010     0.509     0.056
    4.729   -0.4765     0.003     0.526     0.040
    4.709   -0.5121     0.003     0.519     0.040
    4.689   -0.5457     0.004     0.514     0.032
    4.669   -0.5766     0.004     0.508     0.032
    4.649   -0.5839     0.000     0.475     0.088
    4.628   -0.5873     0.000     0.474     0.088
    4.608   -0.5894     0.000     0.472     0.088
    4.588   -0.5901     0.000     0.474     0.088
    4.588   -1.2142     0.012     0.443     0.080
    4.568   -1.2099     0.012     0.444     0.080
    4.548   -1.1972     0.012     0.445     0.080
    4.528   -1.1768     0.012     0.450     0.080
    4.508   -1.1494     0.012     0.455     0.080
    4.488   -1.1161     0.012     0.462     0.080
    4.468   -1.0779     0.012     0.467     0.080
    4.448   -1.0358     0.012     0.473     0.080
    4.428   -0.9905     0.012     0.480     0.072
    4.408   -0.9431     0.012     0.488     0.072
    4.388   -0.8943     0.012     0.497     0.072
    4.368   -0.8449     0.012     0.504     0.072
    4.348   -0.8087     0.021     0.459     0.056
    4.328   -0.8607     0.040     0.461     0.056
    4.307   -0.9233     0.048     0.453     0.056
    4.287   -0.9882     0.052     0.446     0.056
    4.267   -1.0516     0.056     0.437     0.056
    4.247   -1.0954     0.008     0.448     0.088
    4.227   -1.0496     0.005     0.422     0.096
    4.207   -1.0234     0.003     0.373     0.112
    4.207   -1.1804     0.073     0.381     0.064
    4.165   -1.1674     0.073     0.385     0.064
    4.124   -1.1573     0.024     0.325     0.104
    4.082   -1.2892     0.026     0.324     0.096
    4.040   -1.4174     0.027     0.322     0.088
    3.999   -1.5341     0.027     0.320     0.084
    3.957   -1.5843     0.000     0.367     0.116
    3.915   -1.5352     0.000     0.369     0.120
    3.874   -1.4768     0.001     0.370     0.120
    3.832   -1.4098     0.001     0.372     0.116
    3.790   -1.3345     0.002     0.374     0.112
    3.748   -1.2518     0.003     0.378     0.112
    3.707   -1.1624     0.003     0.383     0.108
    3.665   -1.0672     0.004     0.389     0.108
    3.623   -0.9582     0.005     0.363     0.100
    3.582   -0.7599     0.004     0.399     0.088
    3.540   -0.5770     0.002     0.441     0.080
    3.498   -0.4311     0.001     0.472     0.084
    3.456   -0.3966     0.000     0.482     0.080
    3.415   -0.3553     0.000     0.480     0.080
    3.415   -0.3553     0.000     0.480     0.080
    3.385   -0.4030     0.000     0.475     0.080
    3.356   -0.4418     0.000     0.483     0.080
    3.326   -0.4961     0.001     0.468     0.080
    3.297   -0.5700     0.002     0.446     0.088
    3.267   -0.6643     0.004     0.415     0.096
    3.238   -0.7756     0.006     0.387     0.104
    3.208   -0.8413     0.034     0.472     0.056
    3.179   -0.8820     0.034     0.469     0.056
    3.149   -0.9213     0.034     0.466     0.056
    3.120   -0.9594     0.034     0.462     0.064
    3.090   -0.9960     0.034     0.461     0.064
    3.061   -1.0313     0.033     0.457     0.064
    3.031   -1.0651     0.032     0.457     0.064
    3.002   -1.0975     0.031     0.454     0.064
    2.972   -1.1284     0.030     0.451     0.064
    2.943   -1.1577     0.027     0.444     0.064
    2.913   -1.1848     0.023     0.438     0.064
    2.884   -1.2074     0.017     0.428     0.072
    2.854   -1.2142     0.012     0.443     0.080
    2.854   -1.2142     0.012     0.443     0.080
    2.825   -1.2124     0.012     0.441     0.080
    2.796   -1.2074     0.012     0.439     0.080
    2.766   -1.1995     0.012     0.432     0.088
    2.737   -1.1943     0.005     0.325     0.112
    2.707   -1.3169     0.015     0.430     0.072
    2.678   -1.3571     0.016     0.433     0.072
    2.648   -1.4022     0.017     0.437     0.072
    2.619   -1.4512     0.018     0.439     0.072
    2.589   -1.5030     0.018     0.442     0.072
    2.560   -1.5559     0.018     0.446     0.072
    2.530   -1.6075     0.015     0.447     0.072
    2.501   -1.6047     0.028     0.283     0.096
    2.471   -1.4961     0.028     0.292     0.096
    2.442   -1.3862     0.028     0.301     0.096
    2.412   -1.2788     0.026     0.311     0.104
    2.383   -1.1773     0.024     0.320     0.104
    2.353   -1.1547     0.072     0.389     0.064
    2.324   -1.1738     0.073     0.382     0.064
    2.294   -1.1804     0.073     0.381     0.064
    2.294   -1.1804     0.073     0.381     0.064
    2.274   -1.1910     0.074     0.381     0.064
    2.254   -1.2211     0.074     0.377     0.064
    2.234   -1.2669     0.075     0.375     0.064
    2.214   -1.3244     0.077     0.370     0.056
    2.194   -1.3902     0.078     0.362     0.056
    2.174   -1.4099     0.002     0.336     0.112
    2.154   -1.3835     0.003     0.338     0.108
    2.134   -1.3657     0.005     0.341     0.100
    2.114   -1.3575     0.007     0.347     0.100
    2.094   -1.3586     0.009     0.356     0.096
    2.073   -1.3676     0.010     0.365     0.096
    2.053   -1.3827     0.012     0.377     0.096
    2.033   -1.4019     0.012     0.391     0.096
    2.013   -1.4236     0.013     0.406     0.096
    1.993   -1.4460     0.012     0.423     0.092
    1.973   -1.4671     0.011     0.443     0.088
    1.953   -1.4850     0.010     0.464     0.088
    1.933   -1.4971     0.008     0.478     0.084
    1.913   -1.5014     0.008     0.484     0.084
    1.913   -1.5014     0.008     0.484     0.084
    1.871   -1.4972     0.008     0.484     0.084
    1.830   -1.4848     0.008     0.482     0.084
    1.788   -1.3855     0.051     0.373     0.056
    1.746   -1.2731     0.018     0.293     0.096
    1.704   -1.3698     0.008     0.344     0.080
    1.663   -1.3549     0.007     0.480     0.088
    1.621   -1.3035     0.007     0.478     0.088
    1.579   -1.2453     0.007     0.475     0.088
    1.538   -1.1808     0.007     0.473     0.088
    1.496   -1.1108     0.007     0.469     0.084
    1.454   -1.0548     0.012     0.390     0.100
    1.413   -1.0068     0.008     0.490     0.036
    1.371   -0.9088     0.008     0.493     0.032
    1.329   -0.8126     0.008     0.495     0.032
    1.287   -0.7335     0.005     0.457     0.092
    1.246   -0.6745     0.004     0.457     0.092
    1.204   -0.6325     0.003     0.465     0.088
    1.162   -0.6095     0.001     0.472     0.088
    1.121   -0.5901     0.000     0.474     0.088
    1.121   -0.5901     0.000     0.474     0.088
    1.091   -0.6032     0.000     0.468     0.088
    1.062   -0.6162     0.001     0.472     0.088
    1.032   -0.6240     0.002     0.467     0.088
    1.003   -0.6298     0.003     0.462     0.088
    0.973   -0.6597     0.010     0.458     0.048
    0.944   -0.6978     0.011     0.455     0.048
    0.914   -0.7368     0.013     0.451     0.048
    0.885   -0.7772     0.017     0.449     0.048
    0.855   -0.8194     0.022     0.450     0.040
    0.826   -0.8637     0.027     0.449     0.040
    0.796   -0.9099     0.033     0.449     0.040
    0.767   -0.9513     0.003     0.409     0.104
    0.737   -0.9700     0.003     0.401     0.104
    0.708   -0.9861     0.003     0.394     0.104
    0.678   -0.9994     0.003     0.387     0.104
    0.649   -1.0099     0.003     0.381     0.112
    0.619   -1.0174     0.003     0.376     0.112
    0.590   -1.0219     0.003     0.371     0.112
    0.560   -1.0234     0.003     0.373     0.112
    0.560   -1.0234     0.003     0.373     0.112
    0.531   -1.0238     0.003     0.369     0.112
    0.501   -1.0253     0.004     0.362     0.112
    0.472   -1.0302     0.004     0.351     0.120
    0.442   -1.0457     0.003     0.328     0.120
    0.413   -1.0966     0.001     0.304     0.128
    0.383   -1.1974     0.002     0.292     0.128
    0.354   -1.3013     0.005     0.303     0.128
    0.324   -1.3542     0.004     0.522     0.072
    0.295   -1.3835     0.005     0.517     0.072
    0.265   -1.4103     0.005     0.511     0.072
    0.236   -1.4341     0.005     0.509     0.080
    0.206   -1.4543     0.006     0.502     0.080
    0.177   -1.4616     0.023     0.230     0.120
    0.147   -1.4570     0.030     0.461     0.032
    0.118   -1.4921     0.007     0.492     0.080
    0.088   -1.4974     0.007     0.489     0.088
    0.059   -1.5001     0.007     0.485     0.088
    0.029   -1.5011     0.008     0.484     0.088
    0.000   -1.5014     0.008     0.484     0.088
 
# Band-Index:   55
    0.000   -1.1265     0.000     0.620     0.000
    0.029   -1.1172     0.002     0.615     0.000
    0.059   -1.0946     0.007     0.593     0.008
    0.088   -1.0883     0.014     0.482     0.048
    0.118   -1.1752     0.014     0.295     0.104
    0.147   -1.3129     0.011     0.257     0.112
    0.177   -1.3923     0.019     0.486     0.024
    0.206   -1.3353     0.025     0.492     0.024
    0.236   -1.2704     0.026     0.491     0.024
    0.265   -1.2013     0.027     0.490     0.024
    0.295   -1.1299     0.028     0.488     0.024
    0.324   -1.0595     0.029     0.487     0.024
    0.354   -0.9965     0.031     0.488     0.024
    0.383   -0.9566     0.018     0.324     0.120
    0.413   -0.9346     0.035     0.512     0.024
    0.442   -0.9457     0.035     0.532     0.024
    0.472   -0.9675     0.030     0.559     0.024
    0.501   -0.9731     0.017     0.599     0.024
    0.531   -0.9542     0.008     0.646     0.016
    0.560   -0.9410     0.007     0.671     0.008
    0.560   -0.9410     0.007     0.671     0.008
    0.590   -0.9375     0.007     0.671     0.008
    0.619   -0.9271     0.007     0.670     0.008
    0.649   -0.9099     0.007     0.670     0.016
    0.678   -0.8864     0.007     0.669     0.016
    0.708   -0.8568     0.007     0.668     0.016
    0.737   -0.8218     0.008     0.667     0.016
    0.767   -0.7821     0.008     0.663     0.016
    0.796   -0.7386     0.008     0.661     0.016
    0.826   -0.6925     0.009     0.654     0.016
    0.855   -0.6453     0.010     0.646     0.016
    0.885   -0.6280     0.007     0.473     0.080
    0.914   -0.6312     0.007     0.468     0.088
    0.944   -0.6330     0.006     0.463     0.088
    0.973   -0.6327     0.005     0.461     0.088
    1.003   -0.6223     0.010     0.464     0.048
    1.032   -0.5861     0.012     0.468     0.048
    1.062   -0.5522     0.014     0.476     0.040
    1.091   -0.5229     0.016     0.483     0.040
    1.121   -0.5068     0.018     0.490     0.032
    1.121   -0.5068     0.018     0.490     0.032
    1.162   -0.5331     0.015     0.485     0.036
    1.204   -0.5801     0.011     0.487     0.040
    1.246   -0.6438     0.009     0.491     0.036
    1.287   -0.7227     0.009     0.494     0.032
    1.329   -0.8039     0.006     0.458     0.092
    1.371   -0.8804     0.006     0.460     0.088
    1.413   -0.9589     0.007     0.462     0.088
    1.454   -1.0364     0.007     0.468     0.088
    1.496   -1.0472     0.016     0.358     0.108
    1.538   -1.0372     0.019     0.325     0.112
    1.579   -1.0258     0.023     0.293     0.124
    1.621   -1.0137     0.027     0.260     0.128
    1.663   -1.0020     0.031     0.228     0.136
    1.704   -1.0957     0.050     0.396     0.056
    1.746   -1.2351     0.040     0.381     0.056
    1.788   -1.1113     0.005     0.264     0.108
    1.830   -1.0618     0.010     0.593     0.012
    1.871   -1.1081     0.004     0.611     0.004
    1.913   -1.1265     0.000     0.620     0.000
    1.913   -1.1265     0.000     0.620     0.000
    1.933   -1.1227     0.000     0.620     0.000
    1.953   -1.1116     0.000     0.619     0.000
    1.973   -1.0938     0.000     0.622     0.000
    1.993   -1.0703     0.000     0.625     0.000
    2.013   -1.0422     0.000     0.627     0.008
    2.033   -1.0108     0.000     0.632     0.008
    2.053   -0.9774     0.000     0.638     0.008
    2.073   -0.9435     0.000     0.647     0.008
    2.094   -0.9103     0.000     0.658     0.008
    2.114   -0.9376     0.013     0.291     0.144
    2.134   -0.9632     0.014     0.300     0.140
    2.154   -0.9803     0.015     0.306     0.136
    2.174   -0.9899     0.015     0.312     0.132
    2.194   -0.9940     0.015     0.311     0.132
    2.214   -0.9946     0.015     0.312     0.124
    2.234   -0.9934     0.014     0.314     0.124
    2.254   -0.9918     0.014     0.312     0.124
    2.274   -0.9905     0.014     0.312     0.124
    2.294   -0.9900     0.014     0.311     0.124
    2.294   -0.9900     0.014     0.312     0.124
    2.324   -1.0179     0.016     0.319     0.120
    2.353   -1.0869     0.021     0.322     0.112
    2.383   -1.1246     0.070     0.399     0.064
    2.412   -1.0856     0.068     0.410     0.064
    2.442   -1.0397     0.066     0.421     0.056
    2.471   -1.0487     0.013     0.338     0.112
    2.501   -1.0650     0.013     0.346     0.112
    2.530   -1.0817     0.013     0.356     0.104
    2.560   -1.0985     0.012     0.365     0.104
    2.589   -1.1152     0.012     0.377     0.104
    2.619   -1.1316     0.012     0.386     0.096
    2.648   -1.1474     0.012     0.396     0.096
    2.678   -1.1625     0.012     0.407     0.088
    2.707   -1.1765     0.012     0.417     0.088
    2.737   -1.1890     0.012     0.425     0.088
    2.766   -1.0521     0.004     0.362     0.096
    2.796   -0.9238     0.003     0.404     0.088
    2.825   -0.8176     0.003     0.448     0.072
    2.854   -0.7641     0.002     0.475     0.064
    2.854   -0.7641     0.002     0.475     0.064
    2.884   -0.7621     0.002     0.476     0.064
    2.913   -0.7564     0.002     0.476     0.064
    2.943   -0.7471     0.002     0.477     0.064
    2.972   -0.7341     0.002     0.478     0.064
    3.002   -0.7178     0.002     0.478     0.064
    3.031   -0.6981     0.002     0.480     0.064
    3.061   -0.6752     0.002     0.480     0.064
    3.090   -0.6490     0.001     0.482     0.064
    3.120   -0.6197     0.001     0.483     0.064
    3.149   -0.5869     0.001     0.485     0.064
    3.179   -0.5505     0.001     0.488     0.064
    3.208   -0.5099     0.001     0.487     0.064
    3.238   -0.4642     0.001     0.490     0.064
    3.267   -0.4123     0.002     0.490     0.064
    3.297   -0.3542     0.002     0.492     0.064
    3.326   -0.2946     0.002     0.500     0.064
